brand,model,car_name,price,year,hand_num,horse_power,4x4,fuel_type,engine_volume,valid_test,magnesium_wheels,distance_control,economical,adaptive_cruise_control,cruise_control,brand_normalized,brand_group,brand_raw,model_raw
peugeot,3008,Peugeot 3008,70000.0,2017,2,165.0,0,petrol,1.6,0,0,0,0,0,0,peugeot,Other,Peugeot,3008
skoda,superb,Skoda Superb (2019 onwards),143800.0,2020,1,190.0,0,petrol,2.0,0,0,0,0,0,0,skoda,Budget,Skoda,Superb 2019 Onwards
mazda,5,Mazda 5,22000.0,2008,2,145.0,0,petrol,2.0,0,0,0,0,0,0,mazda,Other,Mazda,5
daihatsu,sirion,Daihatsu Sirion,4500.0,2004,4,102.0,0,petrol,1.3,0,0,0,0,0,0,daihatsu,Other,Daihatsu,Sirion
subaru,b3 sedan,Subaru B3 sedan,1000.0,2011,3,107.0,0,petrol,1.5,0,0,0,0,0,0,subaru,Other,Subaru,B3 Sedan
mazda,cx-5,Mazda CX-5,99000.0,2018,2,165.0,0,petrol,2.0,0,0,0,0,0,0,mazda,Other,Mazda,Cx5
hyundai,santa fe,Hyundai Santa Fe,38000.0,2010,3,174.0,1,petrol,2.3,0,0,0,0,0,0,hyundai,Budget,Hyundai,Santa Fe
hyundai,i25,Hyundai i25,30000.0,2015,3,100.0,0,petrol,1.4,0,0,0,0,0,0,hyundai,Budget,Hyundai,I25
mini,countryman,Mini Countryman,90000.0,2018,1,136.0,0,petrol,1.5,0,0,0,0,0,0,mini,Other,MINI,Countryman
citroen,c5 aircross,Citroen C5 Aircross,92000.0,2020,1,130.0,0,diesel,1.5,0,0,0,0,0,0,citroen,Other,Citroen,C5 Aircross
nissan,qashqai,Nissan Qashqai,62975.0,2017,3,115.0,0,petrol,1.2,0,0,0,0,0,0,nissan,Budget,Nissan,Qashqai
mazda,mpv,Mazda MPV,16500.0,2005,3,197.0,0,petrol,3.0,0,0,0,0,0,0,mazda,Other,Mazda,Mpv
ford,focus,Ford Focus,7500.0,2005,3,100.0,0,petrol,1.6,0,0,0,0,0,0,ford,Other,Ford,Focus
hyundai,i30,Hyundai i30,45000.0,2015,3,135.0,0,petrol,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,I30
audi,a3,Audi A3,127000.0,2018,1,204.0,0,hybrid,1.4,0,0,0,0,0,0,audi,Luxury,Audi,A3
mazda,6,Mazda 6,20000.0,2012,3,147.0,0,petrol,2.0,0,0,0,0,0,0,mazda,Other,Mazda,6
hyundai,i20,Hyundai i20,69000.0,2019,2,100.0,0,petrol,1.0,0,0,0,0,0,0,hyundai,Budget,Hyundai,I20
mercedes-benz,c,Mercedes C-Class,12000.0,2007,5,150.0,0,diesel,2.1,0,0,0,0,0,0,mercedes,Luxury,Mercedes,C
honda,cr-v,Honda CR-V,25000.0,2009,4,150.0,1,petrol,2.0,0,0,0,0,0,0,honda,Budget,Honda,Crv
chevrolet,equinox,Chevrolet Equinox,7000.0,2021,1,170.0,0,electric,1.5,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Equinox
renault,megane,Renault Megane Estate/ Grand Tour,3000.0,2015,2,110.0,0,diesel,1.5,0,0,0,0,0,0,renault,Budget,Renault,Megane
hyundai,i30,Hyundai i30CW,11000.0,2010,2,126.0,0,petrol,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,I30Cw
hyundai,ix35,Hyundai iX35,41500.0,2013,2,163.0,0,petrol,2.0,0,0,0,0,0,0,hyundai,Budget,Hyundai,Ix35
dodge,grand caravan,Dodge Grand Caravan,46000.0,2015,3,283.0,0,petrol,3.6,0,0,0,0,0,0,dodge,Other,Dodge,Grand Caravan
audi,q7,Audi Q7,99000.0,2014,3,272.0,1,petrol,3.0,0,0,0,0,0,0,audi,Luxury,Audi,Q7
toyota,corolla,Toyota Corolla,74500.0,2018,1,132.0,0,petrol,1.6,0,0,1,1,0,0,toyota,Budget,Toyota,Corolla
kia,niro phev,Kia Niro PHEV,109000.0,2021,1,141.0,0,hybrid,1.6,0,1,0,0,0,0,kia,Budget,Kia,Niro Phev
kia,picanto,Kia Picanto,72900.0,2022,1,84.0,0,petrol,1.2,0,1,1,0,0,0,kia,Budget,Kia,Picanto
toyota,rav4,Toyota RAV4 is long,147500.0,2019,2,175.0,0,petrol,2.0,0,0,0,0,0,0,toyota,Budget,Toyota,Rav4 Is Long
citroën,berlingo,Citroen Berlingo 2nd generation (2008-2019),35000.0,2015,2,92.0,0,diesel,1.6,0,0,0,0,0,0,citroen,Other,Citroen,Berlingo 2Nd Generation 20082019
kia,picanto,Kia Picanto,34000.0,2014,5,85.0,0,petrol,1.2,0,0,0,0,0,0,kia,Budget,Kia,Picanto
land rover,range rover evoque,Land Rover Range Rover Evoque,155000.0,2016,3,241.0,1,petrol,2.0,0,0,0,0,0,0,land rover,Luxury,Land Rover,Rover Range Evoque
subaru,crosstrek,Subaru XV,119500.0,2021,1,152.0,1,petrol,2.0,0,0,0,0,0,0,subaru,Other,Subaru,Xv
bmw,5 series,BMW 5 Series,174000.0,2017,3,252.0,0,hybrid,2.0,0,0,0,0,0,0,bmw,Luxury,BMW,5 Series
hyundai,tucson,Hyundai Tucson,63000.0,2017,2,132.0,0,petrol,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,Tucson
tesla,model y,Tesla Model Y,230500.0,2023,1,300.0,0,electric,,0,0,0,0,0,0,tesla,Luxury,Tesla,Model Y
peugeot,308,Peugeot 308,27000.0,2016,2,130.0,0,petrol,1.2,0,0,0,0,0,0,peugeot,Other,Peugeot,308
bmw,1 series,BMW 1 Series,185000.0,2016,3,340.0,0,petrol,3.0,0,0,0,0,0,0,bmw,Luxury,BMW,1 Series
skoda,octavia,Skoda Octavia,4000.0,2016,2,150.0,0,petrol,1.4,0,0,0,0,0,0,skoda,Budget,Skoda,Octavia
mercedes-benz,a,Mercedes A-Class,210000.0,2022,1,160.0,0,hybrid,1.3,0,0,0,0,0,0,mercedes,Luxury,Mercedes,A
ford,fiesta,Ford Fiesta,15000.0,2014,2,82.0,0,petrol,1.2,0,0,0,0,0,0,ford,Other,Ford,Fiesta
audi,a3,Audi A3,98000.0,2017,3,150.0,0,petrol,1.4,0,0,0,0,0,0,audi,Luxury,Audi,A3
suzuki,liana,Suzuki Liana,6000.0,2004,2,103.0,0,petrol,1.6,0,0,0,0,0,0,suzuki,Budget,Suzuki,Liana
toyota,auris,Toyota Auris,1000.0,2008,5,132.0,0,petrol,1.6,0,0,0,0,0,0,toyota,Budget,Toyota,Auris
seat,leon,Seat Leon,140000.0,2021,1,190.0,0,petrol,2.0,0,0,0,0,0,0,seat,Budget,Seat,Leon
alfa romeo,stelvio,Alfa Romeo Stelvio,159000.0,2020,1,200.0,1,petrol,2.0,0,0,1,0,1,1,alfa romeo,Other,Alfa Romeo,Romeo Stelvio
hyundai,ioniq,Hyundai Ioniq,88000.0,2020,1,141.0,0,hybrid,1.6,0,1,1,0,0,0,hyundai,Budget,Hyundai,Ioniq
nissan,x-trail,Nissan X-Trail,83000.0,2019,1,130.0,0,diesel,1.6,0,1,1,0,0,0,nissan,Budget,Nissan,Xtrail
hyundai,i10,Hyundai i10,85000.0,2023,1,84.0,0,petrol,1.2,0,1,1,0,0,0,hyundai,Budget,Hyundai,I10
volkswagen,id.4,Volkswagen ID4,168000.0,2021,1,170.0,0,electric,,0,0,0,1,0,0,volkswagen,Other,Volkswagen,Id4
bmw,x2,BMW X2,199999.0,2019,2,192.0,0,petrol,2.0,0,1,1,0,0,0,bmw,Luxury,BMW,X2
toyota,rav4 hybrid,Toyota RAV4 Hybrid,109900.0,2018,3,155.0,0,hybrid,2.5,0,0,1,0,1,1,toyota,Budget,Toyota,Rav4 Hybrid
toyota,verso,Toyota Verso,52900.0,2014,1,147.0,0,petrol,1.8,0,0,0,0,0,0,toyota,Budget,Toyota,Verso
chevrolet,trax,Chevrolet Trax,21900.0,2014,1,140.0,0,electric,1.8,0,1,0,1,0,0,chevrolet,Budget,Chevrolet,Trax
jeep,grand cherokee,Jeep / Jeep Grand Cherokee,136000.0,2018,2,282.0,1,petrol,3.6,1,1,0,0,0,0,jeep,Other,Jeep,Grand Cherokee
chevrolet,uplander,Chevy Uplander,13500.0,2008,4,240.0,0,electric,3.9,1,1,0,0,0,0,chevrolet,Budget,Chevrolet,Uplander
fiat,qubo,Fiat QUBO / QUBO,17000.0,2014,3,75.0,0,diesel,1.2,1,0,0,1,0,0,fiat,Budget,Fiat,Qubo
skoda,octavia,Skoda Octavia,38000.0,2014,2,105.0,0,petrol,1.2,0,0,0,0,0,0,skoda,Budget,Skoda,Octavia
cupra,ateca,Copra Atka,175000.0,2020,1,300.0,1,petrol,2.0,0,0,0,0,0,0,cupra,Other,Cupra,Atka
citroen,c4 cactus,Citroen C4 Cactus,34420.0,2017,2,110.0,0,petrol,1.2,0,0,0,0,0,0,citroen,Other,Citroen,C4 Cactus
nissan,qashqai,Nissan Qashqai Plus 2,40000.0,2013,2,140.0,1,petrol,2.0,0,0,0,0,0,0,nissan,Budget,Nissan,Qashqai Plus 2
mazda,cx-5,Mazda CX-5,113000.0,2018,1,165.0,0,petrol,2.0,0,0,0,0,0,0,mazda,Other,Mazda,Cx5
citroën,berlingo,Citroen Berlingo 2nd generation (2008-2019),32000.0,2015,2,75.0,0,diesel,1.6,0,0,0,0,0,0,citroen,Other,Citroen,Berlingo 2Nd Generation 20082019
skoda,kodiaq,Skoda Kodiaq,159500.0,2021,1,150.0,0,diesel,2.0,0,0,0,0,0,0,skoda,Budget,Skoda,Kodiaq
isuzu,d-max,Isuzu 4X4 D-MAX,33000.0,2006,3,131.0,1,diesel,3.0,0,0,0,0,0,0,isuzu,Other,Isuzu,4X4 Dmax
toyota,corolla,Toyota Corolla,31500.0,2011,2,124.0,0,petrol,1.6,0,0,0,0,0,0,toyota,Budget,Toyota,Corolla
skoda,karoq,Skoda Karoq,129000.0,2021,2,150.0,0,petrol,1.5,0,0,0,0,0,0,skoda,Budget,Skoda,Karoq
jeep,wrangler,Jeep / Jeep Wrangler long,220000.0,2013,3,280.0,1,petrol,3.6,0,0,0,0,0,0,jeep,Other,Jeep,Wrangler
infiniti,qx60,Infiniti QX60,12000.0,2019,2,295.0,1,petrol,3.5,0,0,0,0,0,0,infiniti,Other,Infiniti,Qx60
toyota,land cruiser,Toyota Land Cruiser long,147000.0,2008,2,173.0,1,diesel,3.0,0,0,0,0,0,0,toyota,Budget,Toyota,Land Cruiser
hyundai,i25,Hyundai i25,26500.0,2013,3,124.0,0,petrol,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,I25
seat,mii,Seat Mi / MII,14500.0,2014,2,75.0,0,petrol,1.0,0,0,0,0,0,0,seat,Budget,Seat,Mi Mii
peugeot,3008,Peugeot 3008,82999.0,2019,3,130.0,0,petrol,1.2,0,0,0,0,0,0,peugeot,Other,Peugeot,3008
kia,sportage,Kia Sportage,50000.0,2015,3,166.0,0,petrol,2.0,0,0,0,0,0,0,kia,Budget,Kia,Sportage
jeep,grand cherokee,Jeep / Jeep Grand Cherokee,119000.0,2014,2,241.0,1,diesel,3.0,0,0,0,0,0,0,jeep,Other,Jeep,Grand Cherokee
fiat,500,Fiat 500,118000.0,2022,0,118.0,0,electric,,0,1,0,1,0,0,fiat,Budget,Fiat,500
chevrolet,spark,Chevrolet Spark,9900.0,2011,1,82.0,0,electric,1.2,1,0,0,1,0,0,chevrolet,Budget,Chevrolet,Spark
kia,picanto,Kia Picanto,62000.0,2018,2,84.0,0,petrol,1.2,0,0,1,0,0,0,kia,Budget,Kia,Picanto
mitsubishi,outlander,Mitsubishi Outlander,150000.0,2022,3,181.0,0,petrol,2.5,0,0,1,0,1,1,mitsubishi,Other,Mitsubishi,Outlander
skoda,fabia,Skoda Fabia,57000.0,2019,1,110.0,0,petrol,1.0,1,0,0,1,0,0,skoda,Budget,Skoda,Fabia
hyundai,i30,Hyundai i30,32000.0,2016,1,100.0,0,petrol,1.4,0,0,1,1,0,0,hyundai,Budget,Hyundai,I30
renault,megane,Renault Megane Grand Coupe,8000.0,2019,1,116.0,0,diesel,1.5,0,1,1,0,0,0,renault,Budget,Renault,Megane
kia,picanto,Kia Picanto,39900.0,2016,3,85.0,0,petrol,1.2,0,1,1,0,0,0,kia,Budget,Kia,Picanto
toyota,verso,Toyota Verso,39200.0,2014,3,147.0,0,petrol,1.8,1,0,0,0,0,0,toyota,Budget,Toyota,Verso
hyundai,tucson,Hyundai Tucson,184300.0,2024,1,180.0,0,petrol,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,Tucson
nissan,juke,Nissan Juke / Juke,44900.0,2015,1,117.0,0,petrol,1.6,1,1,0,0,0,0,nissan,Budget,Nissan,Juke
hyundai,i10,Hyundai i10,64600.0,2021,2,84.0,0,petrol,1.2,0,0,0,0,0,0,hyundai,Budget,Hyundai,I10
chevrolet,optra,Chevrolet Optra,10000.0,2008,4,109.0,0,electric,1.6,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Optra
skoda,octavia,Skoda Octavia,50600.0,2016,3,110.0,0,petrol,1.2,0,0,0,0,0,0,skoda,Budget,Skoda,Octavia
mazda,2,Mazda 2,23000.0,2013,4,103.0,0,petrol,1.5,0,0,0,0,0,0,mazda,Other,Mazda,2
dodge,ram short,Dodge Ram short,5000.0,2017,2,370.0,1,diesel,6.7,0,0,0,0,0,0,dodge,Other,Dodge,Ram Short
toyota,yaris,Toyota Yaris,43000.0,2015,3,99.0,0,petrol,1.3,0,0,0,0,0,0,toyota,Budget,Toyota,Yaris
mazda,3,Mazda 3,11000.0,2008,3,105.0,0,petrol,1.6,0,0,0,0,0,0,mazda,Other,Mazda,3
skoda,octavia,Skoda Octavia,46000.0,2016,2,180.0,0,petrol,1.8,0,0,0,0,0,0,skoda,Budget,Skoda,Octavia
chevrolet,malibu,Chevrolet Malibu,8000.0,2009,6,221.0,0,electric,3.5,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Malibu
mazda,3,Mazda 3,77000.0,2019,3,165.0,0,petrol,2.0,0,0,0,0,0,0,mazda,Other,Mazda,3
renault,kedgar,Renault Kedgar,44000.0,2017,2,110.0,0,diesel,1.5,0,0,0,0,0,0,renault,Budget,Renault,Kedgar
mazda,demio,Mazda Damio,1000.0,2003,2,75.0,0,petrol,1.5,0,0,0,0,0,0,mazda,Other,Mazda,Damio
kia,picanto,Kia Picanto,38000.0,2017,2,85.0,0,petrol,1.2,0,0,0,0,0,0,kia,Budget,Kia,Picanto
mitsubishi,outlander,Mitsubishi Outlander,117000.0,2020,1,150.0,0,petrol,2.0,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Outlander
peugeot,208,Peugeot 208,4000.0,2017,2,110.0,0,petrol,1.2,0,0,1,1,0,0,peugeot,Other,Peugeot,208
audi,a3,Audi A3,149000.0,2021,2,150.0,0,petrol,1.5,0,1,0,0,1,1,audi,Luxury,Audi,A3
volkswagen,passat,Volkswagen Passat,67000.0,2018,1,150.0,0,petrol,1.4,0,1,1,0,0,0,volkswagen,Other,Volkswagen,Passat
nissan,note,Nissan Note / NOTE,26000.0,2015,2,98.0,0,petrol,1.2,0,1,0,1,0,0,nissan,Budget,Nissan,Note
toyota,corolla,Toyota Corolla Hybrid,80000.0,2019,1,98.0,0,petrol,1.8,0,1,0,0,1,1,toyota,Budget,Toyota,Corolla
mitsubishi,lancer sportback,Mitsubishi Lancer Sportback,43000.0,2015,1,140.0,0,petrol,1.8,1,1,0,0,0,0,mitsubishi,Other,Mitsubishi,Lancer Sportback
kia,rio,Kia Rio,37900.0,2013,2,109.0,0,petrol,1.4,1,1,0,0,0,0,kia,Budget,Kia,Rio
mitsubishi,outlander,Mitsubishi Outlander,49999.0,2013,3,150.0,1,petrol,2.0,0,1,0,1,0,0,mitsubishi,Other,Mitsubishi,Outlander
kia,picanto,Kia Picanto,30000.0,2015,2,85.0,0,petrol,1.2,0,0,0,0,0,0,kia,Budget,Kia,Picanto
toyota,chr,Toyota C-HR,100000.0,2020,1,122.0,0,petrol,1.8,0,0,0,0,0,0,toyota,Budget,Toyota,Chr
alfa romeo,romeo,Alfa Romeo Giulietta,72000.0,2016,3,240.0,0,petrol,1.7,0,0,0,0,0,0,alfa romeo,Other,Alfa Romeo,Romeo
kia,sportage,Kia Sportage,98000.0,2021,1,177.0,0,petrol,1.6,0,0,0,0,0,0,kia,Budget,Kia,Sportage
skoda,rapid,Skoda Rapid,26000.0,2016,3,90.0,0,petrol,1.2,0,0,0,0,0,0,skoda,Budget,Skoda,Rapid
kia,picanto,Kia Picanto,62900.0,2022,2,84.0,0,petrol,1.2,0,0,0,0,0,0,kia,Budget,Kia,Picanto
mazda,cx-3,Mazda CX-3,75000.0,2018,1,156.0,0,petrol,2.0,0,0,0,0,0,0,mazda,Other,Mazda,Cx3
honda,civic,Honda Civic Station,39000.0,2015,2,142.0,0,petrol,1.8,0,1,1,0,0,0,honda,Budget,Honda,Civic
skoda,superb,Skoda Superb (until 2019),58500.0,2016,4,180.0,0,petrol,1.8,0,1,1,0,0,0,skoda,Budget,Skoda,Superb Until 2019
audi,q3,Audi Q3,179900.0,2020,0,150.0,0,petrol,1.5,0,1,1,0,0,0,audi,Luxury,Audi,Q3
hyundai,i20,Hyundai i20,47000.0,2017,2,100.0,0,petrol,1.4,1,0,1,0,0,0,hyundai,Budget,Hyundai,I20
renault,megane,Renault Megane Grand Coupe,41000.0,2021,1,116.0,0,diesel,1.5,0,1,1,0,0,0,renault,Budget,Renault,Megane
hyundai,i10,Hyundai i10,11900.0,2011,2,69.0,0,petrol,1.1,1,0,0,0,0,0,hyundai,Budget,Hyundai,I10
hyundai,i20,Hyundai i20,45000.0,2015,1,100.0,0,petrol,1.4,1,0,1,0,0,0,hyundai,Budget,Hyundai,I20
hyundai,i30,Hyundai i30,18900.0,2010,2,126.0,0,petrol,1.6,1,0,0,0,0,0,hyundai,Budget,Hyundai,I30
renault,megane,Renault Megane Grand Coupe,69900.0,2020,2,116.0,0,diesel,1.5,0,0,1,0,1,1,renault,Budget,Renault,Megane
hyundai,i35,Hyundai i35,46900.0,2014,3,132.0,0,petrol,1.6,1,0,0,0,0,0,hyundai,Budget,Hyundai,I35
opel,astra,Opel Astra,18000.0,2015,2,140.0,0,petrol,1.4,0,0,0,0,0,0,opel,Other,Opel,Astra
bmw,5 series,BMW 5 Series,7000.0,2009,6,272.0,0,petrol,3.0,0,0,0,0,0,0,bmw,Luxury,BMW,5 Series
mazda,5,Mazda 5,48800.0,2014,2,145.0,0,petrol,2.0,0,0,0,0,0,0,mazda,Other,Mazda,5
toyota,corolla,Toyota Corolla,27500.0,2011,1,124.0,0,petrol,1.6,0,0,0,0,0,0,toyota,Budget,Toyota,Corolla
nissan,qashqai,Nissan Qashqai,4000.0,2019,2,115.0,0,diesel,1.5,0,0,0,0,0,0,nissan,Budget,Nissan,Qashqai
hyundai,i30,Hyundai i30,23000.0,2012,3,135.0,0,petrol,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,I30
chevrolet,cruze,Chevrolet Cruze,11400.0,2014,4,141.0,0,electric,1.8,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Cruze
hyundai,ioniq,Hyundai Ioniq,3000.0,2017,3,141.0,0,hybrid,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,Ioniq
hyundai,i10,Hyundai i10,24500.0,2014,4,66.0,0,petrol,1.0,0,0,0,0,0,0,hyundai,Budget,Hyundai,I10
nissan,x-trail,Nissan X-Trail,91500.0,2019,2,177.0,1,diesel,2.0,0,0,0,0,0,0,nissan,Budget,Nissan,Xtrail
hyundai,i20,Hyundai i20,85000.0,2022,3,100.0,0,petrol,1.0,0,0,0,0,0,0,hyundai,Budget,Hyundai,I20
toyota,land cruiser,Toyota Land Cruiser short,185000.0,2015,3,190.0,1,diesel,3.0,0,0,0,0,0,0,toyota,Budget,Toyota,Land Cruiser
lexus,gs450h,Lexus GS450H,7000.0,2015,3,292.0,0,hybrid,3.5,0,0,0,0,0,0,lexus,Luxury,Lexus,Gs450H
toyota,yaris,Toyota Yaris,12000.0,2002,2,87.0,0,petrol,1.3,0,0,0,0,0,0,toyota,Budget,Toyota,Yaris
hyundai,sonata hybrid,Hyundai Sonata Hybrid,8000.0,2018,3,154.0,0,hybrid,2.0,0,0,0,0,0,0,hyundai,Budget,Hyundai,Sonata Hybrid
geely,geometry c,Geely - Geely Geometry C,135900.0,2022,1,204.0,0,electric,,0,0,1,0,1,1,geely,Other,Geely, Geometry C
toyota,hilux 4x4,Toyota Hilux 4X4,187800.0,2022,1,150.0,1,diesel,2.4,1,0,1,0,0,0,toyota,Budget,Toyota,Hilux 4X4
hyundai,i20,Hyundai i20,17900.0,2011,4,100.0,0,petrol,1.4,1,0,0,0,0,0,hyundai,Budget,Hyundai,I20
toyota,corolla,Toyota Corolla Hybrid,112000.0,2021,1,98.0,0,hybrid,1.8,0,1,0,0,0,0,toyota,Budget,Toyota,Corolla
citroen,jumpy,Citroen Jumpy short/medium,166000.0,2021,1,140.0,0,diesel,2.0,0,0,1,1,0,0,citroen,Other,Citroen,Jumpy Shortmedium
geely,geometry c,Geely - Geely Geometry C,140000.0,2023,1,204.0,0,electric,,0,1,0,0,1,1,geely,Other,Geely, Geometry C
skoda,octavia,Skoda Octavia,144000.0,2021,1,150.0,0,petrol,1.5,0,1,1,0,0,0,skoda,Budget,Skoda,Octavia
hyundai,sonata hybrid,Hyundai Sonata Hybrid,132000.0,2021,1,192.0,0,hybrid,2.0,0,1,0,1,0,0,hyundai,Budget,Hyundai,Sonata Hybrid
mitsubishi,attrage,Mitsubishi Atrage,14900.0,2015,2,80.0,0,petrol,1.2,1,1,0,0,0,0,mitsubishi,Other,Mitsubishi,Atrage
toyota,bz4x,Toyota BZ4X,199000.0,2023,1,204.0,0,electric,,0,0,0,0,0,0,toyota,Budget,Toyota,Bz4X
kia,niro hybrid,Kia Niro Hybrid,86000.0,2019,2,141.0,0,hybrid,1.6,0,0,0,0,0,0,kia,Budget,Kia,Niro Hybrid
toyota,yaris,Toyota Yaris,5500.0,2000,5,87.0,0,petrol,1.3,0,0,0,0,0,0,toyota,Budget,Toyota,Yaris
suzuki,grand vitara,Suzuki Grand Vitra,8000.0,2014,2,168.0,1,petrol,2.4,0,0,0,0,0,0,suzuki,Budget,Suzuki,Grand Vitra
volkswagen,passat,Volkswagen Passat,13500.0,2008,5,160.0,0,petrol,1.8,0,0,0,0,0,0,volkswagen,Other,Volkswagen,Passat
peugeot,208,Peugeot 208,2700.0,2017,2,110.0,0,petrol,1.2,0,0,0,0,0,0,peugeot,Other,Peugeot,208
mercedes-benz,gl,Mercedes GLE,220000.0,2017,2,333.0,1,hybrid,3.0,0,0,0,0,0,0,mercedes,Luxury,Mercedes,Gl
mazda,cx-5,Mazda CX-5,70600.0,2014,2,155.0,0,petrol,2.0,0,0,0,0,0,0,mazda,Other,Mazda,Cx5
kia,sportage,Kia Sportage,55000.0,2015,3,166.0,0,petrol,2.0,0,0,0,0,0,0,kia,Budget,Kia,Sportage
chevrolet,traverse,Chevrolet Traverse,49000.0,2013,3,281.0,0,electric,3.6,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Traverse
kia,niro hybrid,Kia Niro Hybrid,81000.0,2018,2,141.0,0,hybrid,1.6,0,0,0,0,0,0,kia,Budget,Kia,Niro Hybrid
skoda,fabia,Skoda Fabia,28000.0,2014,2,105.0,0,petrol,1.2,0,0,0,0,0,0,skoda,Budget,Skoda,Fabia
bmw,2 series,BMW 2 Series,175000.0,2014,4,326.0,0,petrol,3.0,0,1,0,0,0,0,bmw,Luxury,BMW,2 Series
tesla,model 3,Tesla Model 3,179999.0,2022,1,283.0,0,electric,,0,1,0,0,1,1,tesla,Luxury,Tesla,Model 3
hyundai,i10,Hyundai i10,39900.0,2016,2,66.0,0,petrol,1.0,1,0,0,0,0,0,hyundai,Budget,Hyundai,I10
volkswagen,golf,Volkswagen Golf GTI,110000.0,2015,3,220.0,0,petrol,2.0,1,1,0,0,0,0,volkswagen,Other,Volkswagen,Golf
mazda,cx-5,Mazda CX-5,45000.0,2013,3,155.0,0,petrol,2.0,0,0,0,0,0,0,mazda,Other,Mazda,Cx5
peugeot,3008,Peugeot 3008,30000.0,2016,2,165.0,0,petrol,1.6,0,1,1,0,0,0,peugeot,Other,Peugeot,3008
mazda,3,Mazda 3,18500.0,2010,2,105.0,0,petrol,1.6,1,0,0,0,0,0,mazda,Other,Mazda,3
mercedes-benz,slk,Mercedes SLK,99900.0,2005,2,163.0,0,petrol,1.8,1,1,0,0,0,0,mercedes,Luxury,Mercedes,Slk
kia,sportage,Kia Sportage,99000.0,2021,1,177.0,0,petrol,1.6,0,1,1,0,0,0,kia,Budget,Kia,Sportage
citroën,berlingo,Citroen Berlingo 3rd generation (2018 onwards),64900.0,2020,1,75.0,0,diesel,1.5,0,0,1,1,0,0,citroen,Other,Citroen,Berlingo 3Rd Generation 2018 Onwards
chevrolet,equinox,Chevrolet Equinox,22000.0,2018,2,170.0,0,electric,1.5,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Equinox
chevrolet,traverse,Chevrolet Traverse,151000.0,2019,2,310.0,0,electric,3.6,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Traverse
hyundai,veloster,Hyundai Veloster,34000.0,2011,3,140.0,0,petrol,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,Veloster
hyundai,i30,Hyundai i30CW,16000.0,2011,2,126.0,0,petrol,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,I30Cw
hyundai,i35,Hyundai i35,55000.0,2015,1,132.0,0,petrol,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,I35
ford,focus,Ford Focus,10000.0,2012,3,125.0,0,petrol,1.6,0,0,0,0,0,0,ford,Other,Ford,Focus
peugeot,3008,Peugeot 3008,72775.0,2017,1,120.0,0,diesel,1.6,0,0,0,0,0,0,peugeot,Other,Peugeot,3008
volkswagen,golf,Volkswagen Golf Plus,13000.0,2007,3,102.0,0,petrol,1.6,0,0,0,0,0,0,volkswagen,Other,Volkswagen,Golf
toyota,prius,Toyota Prius,26000.0,2009,2,99.0,0,hybrid,1.8,0,0,0,0,0,0,toyota,Budget,Toyota,Prius
cadillac,ats,Cadillac ATS,210000.0,2018,4,464.0,0,petrol,3.6,0,0,0,0,0,0,cadillac,Luxury,Cadillac,Ats
toyota,camry,Toyota Camry,64000.0,2014,2,158.0,0,hybrid,2.5,0,0,0,0,0,0,toyota,Budget,Toyota,Camry
suzuki,swift,Suzuki Swift,1800.0,2008,4,101.0,0,petrol,1.5,0,0,0,0,0,0,suzuki,Budget,Suzuki,Swift
hyundai,i30,Hyundai i30,10000.0,2009,3,126.0,0,petrol,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,I30
mitsubishi,outlander,Mitsubishi Outlander,48000.0,2016,2,150.0,0,petrol,2.0,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Outlander
hyundai,ioniq,Hyundai Ioniq,73000.0,2018,2,141.0,0,hybrid,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,Ioniq
toyota,corolla,Toyota Corolla,71000.0,2015,2,132.0,0,petrol,1.6,0,0,0,0,0,0,toyota,Budget,Toyota,Corolla
chevrolet,blazer,Chevrolet Blazer (2019 and later),197100.0,2022,1,308.0,1,electric,3.6,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Blazer 2019 And Later
ford,kuga,Ford Kuga,50000.0,2018,1,182.0,0,petrol,1.5,0,1,1,0,0,0,ford,Other,Ford,Kuga
